20140124212902|2003|697221|2200703|1|12|30|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|503774771||||||||||
20140124212902|2003|705545|2197049|0|12|30|60|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|403788172||||||||||
20140124212902|2003|705958|2198267|2|12|30|59|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1484862219||||||||||
20140124212902|2003|706025|2198466|1|12|29|61|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|290932735||||||||||
20140124212902|2003|696589|2191179|1|1|30|62|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|308065993||||||||||
20140124212902|2003|701539|2199355|1|12|29|27|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|348278921||||||||||
20140124212902|2003|701526|2199531|0|2|29|51|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|874009242||||||||||
20140124212902|2003|705581|2197022|0|12|29|59|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2645064789||||||||||
20140124212902|2003|705811|2197829|0|12|29|30|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3897377||||||||||
20140124212902|2003|699383|2194960|1|1|30|59|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|278889877||||||||||
20140124212902|2003|706869|2200930|1|12|30|59|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|435452131||||||||||
20140124212902|2003|706184|2198992|0|12|30|60|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12302580||||||||||
20140124212902|2003|400125|1353126|1|12|29|62|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|125072105||||||||||
20140124212903|2003|706193|2198983|0|11|30|59|36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|876376507||||||||||
20140124212903|2003|705971|2198320|0|12|30|62|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|464329485||||||||||
20140124212903|2003|703265|2190750|1|12|30|60|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75233813||||||||||
20140124212903|2003|700974|2200017|0|0|30|21|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|907672256||||||||||
20140124212903|2003|668518|2127018|1|12|30|44|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|954021674||||||||||
20140124212903|2003|401601|1351915|1|12|30|56|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|55541619||||||||||
20140124212903|2003|687357|2148974|1|1|29|60|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13223099||||||||||
20140124212903|2003|705758|2197565|0|12|30|58|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|289722420||||||||||
20140124212903|2003|705728|2197573|1|12|30|56|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1787591678||||||||||
20140124212903|2003|706346|2199451|1|12|30|62|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|942630708||||||||||
20140124212903|2003|701413|2200433|0|12|30|59|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|406297997||||||||||
20140124212903|2003|683530|2157729|0|12|30|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1213868888||||||||||
